,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Total Review Cnt,Pos Review Cnt,Neg Review Cnt,Score
356,"Warhammer® 40,000: Dawn of War® - Dark Crusade","9 Oct, 2006",Relic Entertainment,SEGA,['Strategy'],47.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",0.0,0.0,1.0,6363.0,6147.0,216.0,0.9326804500904319
357,Coloring Pixels,"17 Aug, 2018",ToastieLabs,ToastieLabs,"['Casual', 'Free to Play', 'Indie']",,['English'],1.0,0.0,1.0,4935.0,4762.0,173.0,0.9290037685766246
358,Poly Bridge 2,"28 May, 2020",Dry Cactus,Dry Cactus,"['Indie', 'Simulation']",55.95,"['English', 'French', 'Italian', 'German', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish', 'Korean', 'Spanish - Spain']",1.0,0.0,1.0,4533.0,4362.0,171.0,0.9256167333202728
359,Pikuniku,"24 Jan, 2019",Arnaud De Bock,Devolver Digital,"['Action', 'Adventure', 'Casual', 'Indie']",47.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Japanese', 'Portuguese - Brazil', 'Russian']",1.0,0.0,1.0,5058.0,4857.0,201.0,0.9249451297868573
360,Rusty Lake: Roots,"20 Oct, 2016",Rusty Lake,Rusty Lake,"['Adventure', 'Indie']",10.95,"['English', 'Dutch', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Danish', 'Japanese', 'Korean', 'Polish', 'Russian', 'Turkish']",0.0,0.0,1.0,4781.0,4600.0,181.0,0.9260754434109273
361,Hexcells,"19 Feb, 2014",Matthew Brown,Matthew Brown,"['Casual', 'Indie', 'Strategy']",10.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",0.0,0.0,1.0,4880.0,4717.0,163.0,0.9304081244021087
362,PAC-MAN™ Championship Edition DX+,"24 Sep, 2013","Mine Loader Software Co., Ltd.",BANDAI NAMCO Entertainment,['Action'],35.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",1.0,0.0,1.0,7071.0,6756.0,315.0,0.9238571060750794
363,Mark of the Ninja: Remastered,"9 Oct, 2018",Klei Entertainment,Klei Entertainment,"['Action', 'Indie']",18.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Simplified Chinese']",0.0,1.0,1.0,4066.0,3917.0,149.0,0.9253869967046288
364,Lethal League Blaze,"24 Oct, 2018",Team Reptile,Team Reptile,"['Action', 'Indie', 'Sports']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,4950.0,4785.0,165.0,0.9306259527333727
365,Defense Grid: The Awakening,"8 Dec, 2008",Hidden Path Entertainment,Hidden Path Entertainment,"['Indie', 'Strategy']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",1.0,0.0,1.0,4432.0,4278.0,154.0,0.9281057280074047
366,STEINS;GATE 0,"8 May, 2018",MAGES. Inc.,"Spike Chunsoft Co., Ltd.",['Adventure'],131.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0.0,0.0,1.0,4003.0,3851.0,152.0,0.9239911532608421
367,DEADBOLT,"14 Mar, 2016",Hopoo Games,Hopoo Games,"['Action', 'Indie']",36.95,['English'],0.0,0.0,1.0,4273.0,4099.0,174.0,0.9222037242430638
368,The Coin Game,"22 Feb, 2019",devotid,devotid Media,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",51.95,['English'],1.0,0.0,1.0,3661.0,3532.0,129.0,0.9254588789332002
369,SNKRX,"17 May, 2021",a327ex,a327ex,"['Action', 'Casual', 'Indie']",10.95,['English'],0.0,0.0,1.0,3543.0,3425.0,118.0,0.9268356553632426
370,LiEat,"26 Feb, 2016",△○□× (Miwashiba),PLAYISM,"['Indie', 'RPG']",10.95,"['English', 'Japanese', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese']",1.0,0.0,1.0,3912.0,3764.0,148.0,0.9238546718290892
371,WolfQuest: Anniversary Edition,"25 Jul, 2019",eduweb,eduweb,"['Action', 'RPG', 'Simulation', 'Early Access']",73.95,['English'],1.0,0.0,1.0,3919.0,3782.0,137.0,0.9265115369631672
372,GUILTY GEAR XX ACCENT CORE PLUS R,"26 May, 2015",Arc System Works,Arc System Works,['Action'],55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese']",0.0,0.0,1.0,4581.0,4425.0,156.0,0.9291123349386108
373,Creeper World 3: Arc Eternal,"27 Mar, 2014",Knuckle Cracker,Knuckle Cracker,"['Indie', 'Simulation', 'Strategy']",55.95,['English'],0.0,0.0,1.0,4030.0,3888.0,142.0,0.9265790448992643
374,Brigador: Up-Armored Edition,"2 Jun, 2016",Stellar Jockeys,Stellar Jockeys,"['Action', 'Indie']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Italian', 'Simplified Chinese', 'Traditional Chinese', 'Polish', 'Korean']",1.0,0.0,1.0,4342.0,4128.0,214.0,0.9145049050848494
375,Tetris® Effect: Connected,"17 Aug, 2021",Monstars Inc.,Enhance,"['Casual', 'Indie']",149.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Thai', 'Traditional Chinese']",1.0,0.0,1.0,3485.0,3348.0,137.0,0.9211464745963456
376,Zup! 8,"22 Feb, 2018",Quiet River,Quiet River,"['Casual', 'Indie']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Greek', 'Danish', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",0.0,0.0,1.0,3510.0,3387.0,123.0,0.9251344449604724
377,Insaniquarium Deluxe,"30 Aug, 2006","PopCap Games, Inc.","PopCap Games, Inc.",['Casual'],18.5,['English'],0.0,0.0,1.0,3461.0,3338.0,123.0,0.9245121513556898
378,Bejeweled® 3,"7 Dec, 2010","PopCap Games, Inc.","PopCap Games, Inc.","['Casual', 'Strategy']",18.5,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",0.0,0.0,1.0,4989.0,4789.0,200.0,0.924476566925425
379,One Finger Death Punch 2,"15 Apr, 2019",Silver Dollar Games,Silver Dollar Games,"['Action', 'Casual', 'Indie']",29.5,['English'],0.0,0.0,1.0,3810.0,3684.0,126.0,0.9279124070106234
380,葬花·暗黑桃花源,"21 Oct, 2021",零创游戏,零创游戏,"['Adventure', 'Casual', 'Indie', 'RPG']",51.95,"['English', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,3158.0,3053.0,105.0,0.9254828681468025
381,Orbt XL,"21 Apr, 2017",Adamvision Studios,Adamvision Studios,"['Action', 'Casual', 'Indie']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Spanish - Latin America']",0.0,0.0,1.0,3083.0,2989.0,94.0,0.9276966747186037
382,GemCraft - Chasing Shadows,"30 Apr, 2015",Game in a Bottle,Armor Games Studios,"['Action', 'Indie', 'Strategy']",36.95,['English'],0.0,0.0,1.0,3445.0,3315.0,130.0,0.9224486473217864
383,"STAR WARS™ Battlefront (Classic, 2004)","21 Sep, 2004",Pandemic Studios,Lucasfilm,['Action'],36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0.0,0.0,1.0,3054.0,2948.0,106.0,0.9237355744913114
384,Manifold Garden,"20 Oct, 2020",William Chyr Studio,William Chyr Studio,"['Adventure', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']",1.0,0.0,1.0,3028.0,2917.0,111.0,0.9218537774307143
385,Prodeus,"9 Nov, 2020",Bounding Box Software Inc.,Humble Games,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",92.95,"['English', 'French', 'German', 'Japanese', 'Korean', 'Polish', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America']",1.0,1.0,1.0,3276.0,3164.0,112.0,0.9250789296632603
386,The Thrill of the Fight - VR Boxing,"1 Jul, 2016",Sealost Interactive LLC,Sealost Interactive LLC,"['Action', 'Sports']",36.95,['English'],0.0,0.0,1.0,2867.0,2748.0,119.0,0.9167584440891103
387,Freedom Planet,"21 Jul, 2014",GalaxyTrail,GalaxyTrail,"['Action', 'Indie']",55.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean']",1.0,0.0,1.0,4244.0,4047.0,197.0,0.9168908813983766
388,Tiny Snow,"27 Feb, 2019",#workshop,NVLMaker,"['Adventure', 'Casual', 'Indie']",14.5,"['English', 'Simplified Chinese', 'Traditional Chinese']",1.0,1.0,1.0,3038.0,2910.0,128.0,0.916909563703436
389,The Jackbox Party Pack 7,"14 Oct, 2020","Jackbox Games, Inc.","Jackbox Games, Inc.","['Casual', 'Indie']",110.95,['English'],0.0,0.0,1.0,3140.0,3034.0,106.0,0.9249478357393096
390,Fireworks Mania - An Explosive Simulator,"17 Dec, 2020",Laumania ApS,Laumania ApS,"['Action', 'Casual', 'Indie', 'Simulation']",43.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Danish', 'Dutch', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Russian', 'Simplified Chinese', 'Turkish', 'Vietnamese', 'Czech']",0.0,0.0,1.0,2718.0,2634.0,84.0,0.9257038343755448
391,Maitetsu:Pure Station,"21 Sep, 2018",Lose,HIKARI FIELD,['Adventure'],92.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,2953.0,2862.0,91.0,0.9268541576448297
392,Some Some Convenience Store,"14 Jan, 2020","TALESSHOP Co., Ltd.","TALESSHOP Co., Ltd.","['Adventure', 'Casual', 'Indie']",55.95,"['English', 'Korean']",1.0,1.0,1.0,2682.0,2587.0,95.0,0.9214325669820308
393,X-COM: UFO Defense,"31 Dec, 1993","MicroProse Software, Inc",2K,['Strategy'],18.5,['English'],0.0,0.0,1.0,3160.0,2989.0,171.0,0.9064701477923577
394,Behind the Frame: The Finest Scenery,"25 Aug, 2021",Silver Lining Studio,Akupara Games,"['Adventure', 'Casual', 'Indie']",36.95,"['English', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese']",1.0,0.0,1.0,2812.0,2724.0,88.0,0.9257917899889573
395,Civilization IV: Beyond the Sword,"24 Jul, 2007",Firaxis Games,2K,['Strategy'],36.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",0.0,0.0,1.0,3241.0,3124.0,117.0,0.9232028453206517
396,Cat Quest II,"24 Sep, 2019",The Gentlebros,PQube,"['Action', 'Adventure', 'Indie', 'RPG']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Dutch', 'Korean', 'Thai', 'Traditional Chinese', 'Turkish', 'Spanish - Latin America']",0.0,0.0,1.0,3030.0,2918.0,112.0,0.9215835635567922
397,Island Saver,"12 May, 2020",Stormcloud Games Limited,National Westminster Bank plc,"['Action', 'Adventure', 'Free to Play']",,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",1.0,0.0,1.0,2352.0,2260.0,92.0,0.9163564109847184
398,The House in Fata Morgana,"13 May, 2016",NOVECT,MangaGamer,['Adventure'],92.95,"['English', 'Japanese', 'Russian', 'Simplified Chinese', 'French', 'Italian']",1.0,0.0,1.0,2396.0,2304.0,92.0,0.9172533619063346
399,DISTRAINT 2,"13 Nov, 2018",Jesse Makkonen,Jesse Makkonen,"['Adventure', 'Casual', 'Indie']",32.95,"['English', 'French', 'Finnish', 'Portuguese - Brazil', 'Korean', 'Russian', 'Turkish', 'German', 'Spanish - Spain', 'Polish', 'Simplified Chinese', 'Italian', 'Japanese']",1.0,1.0,1.0,2707.0,2607.0,100.0,0.9201736914944842
400,Billionaire Lovers,"2 Jul, 2021",Ayacat Games,Ayacat Games,"['Casual', 'Indie', 'RPG']",10.95,"['English', 'Simplified Chinese']",0.0,0.0,1.0,2236.0,2151.0,85.0,0.9166668695283224
401,Death Trash,"5 Aug, 2021",Crafting Legends,Crafting Legends,"['Action', 'Indie', 'RPG', 'Early Access']",75.95,"['English', 'German']",0.0,1.0,1.0,2280.0,2193.0,87.0,0.9168022398478988
402,When The Past Was Around,"22 Sep, 2020",Mojiken,Toge Productions,"['Adventure', 'Casual', 'Indie']",29.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Russian', 'Vietnamese', 'Japanese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Portuguese', 'Simplified Chinese', 'Polish', 'Turkish']",1.0,0.0,1.0,2266.0,2178.0,88.0,0.9161077833274823
403,Yoku's Island Express,"29 May, 2018",Villa Gorilla,Team17 Digital Ltd,"['Adventure', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean']",0.0,0.0,1.0,3203.0,3085.0,118.0,0.9223828439750865
404,N++ (NPLUSPLUS),"25 Aug, 2016",Metanet Software Inc.,Metanet Software Inc.,['Action'],55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",0.0,0.0,1.0,2543.0,2405.0,138.0,0.903669211852108
405,Bishojo Mangekyo Kotowari to Meikyu no Shojo,"20 Jun, 2021",ωstar,Seikei Production,"['Adventure', 'Indie']",110.95,"['English', 'Japanese', 'Simplified Chinese']",0.0,1.0,1.0,2155.0,2072.0,83.0,0.9157098250634917
406,Doom & Destiny,"26 Aug, 2011",Heartbit Interactive,Heartbit Interactive,"['Indie', 'RPG']",36.95,"['English', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese']",0.0,0.0,1.0,2003.0,1928.0,75.0,0.9156538572569416
407,The Battle of Polytopia,"4 Aug, 2020",Midjiwan AB,Midjiwan AB,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",55.95,"['English', 'French', 'Italian', 'German', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Spanish - Spain', 'Portuguese']",1.0,0.0,1.0,2226.0,2129.0,97.0,0.9115904034207989
408,Choice of Robots,"19 Dec, 2014",Choice of Games,Choice of Games,"['Indie', 'RPG']",21.95,['English'],0.0,0.0,1.0,1906.0,1844.0,62.0,0.9193572114503513
409,SEUM: Speedrunners from Hell,"28 Jul, 2016",Pine Studio,Pine Studio,"['Action', 'Indie', 'Racing']",55.95,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Japanese', 'Simplified Chinese']",1.0,0.0,1.0,2655.0,2521.0,134.0,0.9076534461595742
410,Akane,"10 Sep, 2018",Ludic Studios,Ludic Studios,"['Action', 'Casual', 'Indie']",18.5,['English'],1.0,1.0,1.0,1899.0,1831.0,68.0,0.9163623638881807
411,eden*,"30 Jan, 2015",minori,MangaGamer,['Adventure'],73.95,"['English', 'Japanese']",1.0,1.0,1.0,2635.0,2534.0,101.0,0.9185651603704168
412,Strange Horticulture,"21 Jan, 2022",Bad Viking,Iceberg Interactive,"['Adventure', 'Simulation']",55.95,"['English', 'German', 'Russian', 'Simplified Chinese', 'French', 'Italian', 'Spanish - Spain', 'Korean']",0.0,0.0,1.0,1843.0,1773.0,70.0,0.9139823943910427
413,I wanna be the Creator,"15 Nov, 2019",Aikesi,HeyBox Games,"['Action', 'Casual', 'Indie']",21.95,"['English', 'Simplified Chinese']",0.0,0.0,1.0,1747.0,1692.0,55.0,0.9190153672191774
414,Return to Shironagasu Island,"2 Mar, 2020",HYOGO ONIMUSHI,TABINOMICHI,['Adventure'],18.5,"['English', 'Simplified Chinese', 'Japanese', 'Korean', 'Spanish - Spain', 'Spanish - Latin America', 'German']",1.0,0.0,1.0,1738.0,1686.0,52.0,0.9203360700754006
415,Saiko no sutoka,"6 Sep, 2020",Habupain,Habupain,"['Action', 'Adventure', 'Casual', 'Simulation']",18.5,"['English', 'Japanese', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Turkish', 'French', 'Italian', 'Polish']",0.0,1.0,1.0,1685.0,1619.0,66.0,0.9116087043109158
416,killer7,"15 Nov, 2018",GRASSHOPPER MANUFACTURE INC.,"NIS America, Inc.","['Action', 'Adventure']",73.95,"['English', 'French', 'German', 'Japanese']",1.0,1.0,1.0,1778.0,1708.0,70.0,0.9122180696352844
417,Cattails | Become a Cat!,"1 Dec, 2017",Falcon Development,Falcon Development,"['Casual', 'Indie', 'RPG', 'Simulation']",49.99,['English'],1.0,0.0,1.0,1772.0,1703.0,69.0,0.9125544901580716
418,The Coma 2: Vicious Sisters,"28 Jan, 2020",Devespresso Games,Headup,"['Action', 'Adventure', 'Indie']",55.95,"['English', 'Korean', 'French', 'German', 'Russian', 'Simplified Chinese', 'Ukrainian', 'Spanish - Spain', 'Thai', 'Portuguese', 'Portuguese - Brazil']",1.0,1.0,1.0,1988.0,1915.0,73.0,0.9161976420022727
419,The Legend of Tianding,"1 Nov, 2021",Creative Games Computer Graphics Corporation,Neon Doctrine,"['Action', 'Adventure', 'RPG']",73.95,"['English', 'Simplified Chinese', 'Traditional Chinese', 'German', 'Japanese', 'Russian']",1.0,0.0,1.0,1569.0,1523.0,46.0,0.9193171280110968
420,HUNTDOWN,"12 May, 2021",Easy Trigger Games,Coffee Stain Publishing,"['Action', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese']",1.0,0.0,1.0,1558.0,1492.0,66.0,0.9075908159440378
421,Wandersong,"27 Sep, 2018",Greg Lobanov,Greg Lobanov,"['Adventure', 'Indie']",73.95,['English'],1.0,0.0,1.0,2541.0,2441.0,100.0,0.917163689384668
422,Cloud Gardens,"1 Sep, 2021",Noio,Noio,"['Casual', 'Indie', 'Simulation']",66.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Russian']",0.0,0.0,1.0,1547.0,1491.0,56.0,0.9129715200390094
423,Swarmlake,"12 Mar, 2018",Dominique Grieshofer,Dominique Grieshofer,"['Action', 'Casual', 'Indie']",10.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Spanish - Latin America', 'Vietnamese']",0.0,0.0,1.0,1484.0,1429.0,55.0,0.9115646377642402
424,Touhou Endless Dream,"1 Nov, 2021",a10a010,MyACG Studio,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",29.5,"['English', 'Simplified Chinese', 'Korean', 'Japanese', 'Traditional Chinese', 'Portuguese - Brazil']",0.0,0.0,1.0,1560.0,1505.0,55.0,0.9139389535057966
425,恋爱绮谭~不存在的夏天~,"31 Oct, 2020",Never Knows Best,Never Knows Best,"['Adventure', 'Casual', 'Simulation']",32.95,"['English', 'Simplified Chinese']",1.0,0.0,1.0,1604.0,1546.0,58.0,0.9135570222052555
426,Timelie,"20 May, 2020",Urnique Studio,Urnique Studio,"['Adventure', 'Indie', 'Strategy']",66.95,"['English', 'Thai', 'Simplified Chinese', 'Japanese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Turkish']",1.0,0.0,1.0,1736.0,1646.0,90.0,0.9007157785946707
427,Project Arrhythmia,"14 Jun, 2019",Vitamin Games,"Top Hat Studios, Inc.","['Action', 'Indie', 'Early Access']",43.95,['English'],1.0,0.0,1.0,1475.0,1428.0,47.0,0.9160902819670433
428,Songs of Syx,"21 Sep, 2020",Gamatron AB,Gamatron AB,"['Indie', 'Simulation', 'Strategy', 'Early Access']",92.95,['English'],0.0,0.0,1.0,1425.0,1373.0,52.0,0.9114404752779449
429,a new life.,"15 May, 2020",Angela He,Angela He,['Indie'],10.95,"['English', 'French', 'Spanish - Spain', 'Japanese', 'German', 'Simplified Chinese', 'Russian']",1.0,0.0,1.0,1443.0,1391.0,52.0,0.9120409669946318
430,The Ditzy Demons Are in Love With Me,"26 Oct, 2018",SMILE,Sekai Project,['Adventure'],92.95,"['English', 'Japanese', 'Traditional Chinese']",1.0,1.0,1.0,1368.0,1322.0,46.0,0.913336766542605
431,Coloring Game 3,"17 Apr, 2020",L. Stotch,L. Stotch,"['Casual', 'Free to Play', 'Indie']",,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",1.0,0.0,1.0,1312.0,1260.0,52.0,0.9073492519501074
432,YOU and ME and HER: A Love Story,"25 May, 2020",Nitroplus,JAST USA,['Adventure'],110.95,"['English', 'Japanese', 'Simplified Chinese']",0.0,1.0,1.0,1406.0,1362.0,44.0,0.9158404382371009
433,"Cook, Serve, Delicious! 3?!","14 Oct, 2020",Vertigo Gaming Inc.,Vertigo Gaming Inc.,"['Action', 'Indie', 'Simulation', 'Strategy']",73.95,['English'],1.0,0.0,1.0,1522.0,1430.0,92.0,0.8911445297839459
434,Zup! 9,"24 Jun, 2019",Quiet River,Quiet River,"['Casual', 'Indie']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",0.0,0.0,1.0,1275.0,1224.0,51.0,0.9065677310296058
435,Flowers -Le volume sur printemps-,"17 Aug, 2016",Innocent Grey,JAST USA,['Casual'],73.95,"['English', 'Japanese', 'Simplified Chinese']",0.0,0.0,1.0,1298.0,1250.0,48.0,0.9095254202464755
436,Impossible Creatures Steam Edition,"7 Jan, 2003",Relic Entertainment,THQ Nordic,['Strategy'],36.95,"['English', 'French', 'German', 'Russian']",0.0,0.0,1.0,1356.0,1297.0,59.0,0.9044385096445255
437,Labyrinth City: Pierre the Maze Detective,"22 Jun, 2021",Darjeeling,Pixmain,"['Adventure', 'Casual', 'Indie']",43.95,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian']",0.0,0.0,1.0,1317.0,1272.0,45.0,0.9122467516043682
438,Motor Town: Behind The Wheel,"17 Dec, 2021",P3 Games,P3 Games,"['Casual', 'Indie', 'Racing', 'Simulation', 'Early Access']",55.95,"['English', 'Czech', 'French']",0.0,0.0,1.0,1272.0,1221.0,51.0,0.9064464827201152
439,Mini Healer,"24 Apr, 2020",Sad Doge,Sad Doge,"['Action', 'Casual', 'Indie', 'RPG', 'Early Access']",29.5,"['English', 'Simplified Chinese', 'Traditional Chinese']",0.0,0.0,1.0,1177.0,1136.0,41.0,0.9098178188282195
440,Murder House,"22 Oct, 2020",Puppet Combo,Puppet Combo,"['Adventure', 'Indie']",43.95,['English'],0.0,1.0,1.0,1278.0,1235.0,43.0,0.9122216643792072
441,Nightmare Reaper,"28 Mar, 2022",Blazing Bit Games,Blazing Bit Games,"['Action', 'Indie']",92.95,['English'],1.0,1.0,1.0,1171.0,1124.0,47.0,0.9050622304576151
442,The Jackbox Party Pack 2,"13 Oct, 2015","Jackbox Games, Inc.","Jackbox Games, Inc.","['Casual', 'Indie', 'Strategy']",92.95,['English'],1.0,0.0,1.0,1642.0,1574.0,68.0,0.9092221661766337
443,PARQUET,"27 Aug, 2021",YUZUSOFTSOUR,NekoNyan Ltd.,"['Adventure', 'Casual']",62.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0.0,0.0,1.0,1474.0,1417.0,57.0,0.9100305872785766
444,THE CORRIDOR,"4 Dec, 2020",Thomas Mackinnon,Thomas Mackinnon,"['Adventure', 'Indie']",7.25,['English'],0.0,1.0,1.0,1204.0,1154.0,50.0,0.9042912527043729
445,Mushihimesama,"12 Nov, 2015","CAVE Interactive CO.,LTD.",Degica,['Action'],73.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,1118.0,1085.0,33.0,0.9136298421831136
446,Delete,"25 Jan, 2018",Pony,Pony,"['Casual', 'Indie']",7.25,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Ukrainian', 'Russian', 'Bulgarian', 'Hungarian', 'Turkish', 'Greek', 'Norwegian', 'Czech', 'Japanese', 'Polish', 'Thai', 'Swedish', 'Simplified Chinese', 'Traditional Chinese', 'Romanian', 'Finnish', 'Dutch', 'Portuguese', 'Portuguese - Brazil', 'Arabic', 'Korean']",0.0,0.0,1.0,1107.0,1066.0,41.0,0.9068519049145182
447,Flowers Blooming at the End of Summer,"26 Feb, 2021",MidnightWorks,PsychoFlux Entertainment,"['Casual', 'Indie']",3.5,"['English', 'Korean']",1.0,0.0,1.0,1074.0,1038.0,36.0,0.9094261224551468
448,EXAPUNKS,"22 Oct, 2018",Zachtronics,Zachtronics,"['Indie', 'Simulation']",73.95,['English'],0.0,0.0,1.0,1346.0,1281.0,65.0,0.9000879340508962
449,Love Delivery,"21 Dec, 2021",Onfire Games,Onfire Games,"['Indie', 'Early Access']",40.95,"['English', 'Korean']",0.0,1.0,1.0,1054.0,1016.0,38.0,0.9068807190942082
450,KARAKARA,"27 Jun, 2016",calme,Sekai Project,"['Casual', 'Indie']",36.95,"['English', 'Japanese', 'Traditional Chinese', 'German']",1.0,1.0,1.0,1767.0,1611.0,156.0,0.868362996464584
451,Lords of the Realm II,"31 Oct, 1996",Impressions Games,Rebellion,"['RPG', 'Strategy']",10.95,['English'],0.0,0.0,1.0,1004.0,964.0,40.0,0.9027257378181117
